"Data Source","World Development Indicators",

"Last Updated Date","2019-03-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Netherlands","NLD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.93956","0.94664","0.9544","0.95679","0.95924","0.96683","0.96815","0.97307","0.97908","0.98175","0.98594","0.98844","0.98992","0.98963","0.99544","0.98227","0.9813","0.97248","0.97386","0.96999","0.97024","0.97031","0.98655","0.95443","0.96304","0.96045","0.96833","0.97092","0.96548","0.96791","0.97342","0.97552","0.98123","0.97964","0.97888","0.98039","0.98107","0.98317","0.98642","0.99124","0.99332","0.99076","","","1.0088","1.0097","","",
"Norway","NOR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.05055","0.99422","0.99703","0.99963","1.00809","1.00225","1.00384","1.0128","1.01877","1.01855","1.02609","1.03224","1.02374","1.03453","1.03106","1.02852","1.02951","1.02694","1.02925","1.02295","1.01736","1.00797","0.98824","0.98539","0.97235","0.97238","0.9809","1.00296","1.01015","1.01295","1.0114","1.01104","1.00979","1.01471","1.00623","1.00148","0.99441","0.99043","0.98986","0.99307","0.99462","0.99431","0.98336","0.98209","0.98537","0.98537","","",
"Nepal","NPL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","0.35989","0.37138","0.38233","0.40608","0.4149","0.42323","0.43356","0.46174","0.51746","0.55019","0.58064","0.61095","0.62621","0.65175","0.66974","0.69236","","","0.72322","0.74022","0.77247","0.78827","0.81426","","0.8695","0.91009","0.93947","0.95637","0.96514","1.01062","1.03228","1.05121","1.06014","1.07068","1.07785","1.07842","1.08609","",
"Nauru","NRU","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24812","1.02547","1.01642","1.01458","1.05346","1.0654","1.05508","1.08587","1.11964","","","","1.00507","","0.96074","","1.02341","","",
"New Zealand","NZL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.98256","0.98129","0.98569","0.98932","0.98946","0.9931","0.9958","0.99755","","1.00166","1.00065","1.00021","1.00311","0.99923","0.99948","1.00224","0.99833","0.99825","0.99899","0.99744","0.99228","0.99676","0.99109","0.99787","1.01171","0.98994","1.02645","1.0232","1.0301","1.02766","1.03322","","1.05998","1.05522","1.02987","1.02974","1.0231","1.01344","1.02654","1.01784","1.02847","1.03594","1.038","1.042","1.03812","1.0359","1.03782","","",
"OECD members","OED","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.89934","0.89912","0.89828","0.91284","0.92136","0.93413","0.94671","0.96191","0.97564","0.97905","0.9851","0.99177","0.98916","0.9872","0.98796","0.98806","0.99072","0.98942","0.98674","0.98531","0.98478","0.98604","0.98508","0.98413","0.98324","0.9861","0.98543","0.98985","0.99482","0.99426","0.99023","0.99262","0.99077","0.9926","0.99561","0.9963","0.99587","0.99661","0.99719","0.99995","0.99729","0.99803","0.99706","1.00061","1.00278","1.00332","1.00509","1.00546","",
"Oman","OMN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.16203","0.1503","0.20625","0.29238","0.34621","0.38359","0.40839","0.42998","0.46206","0.47316","0.50316","0.53805","0.57649","0.63223","0.69057","0.74465","0.77953","0.80767","0.82956","0.84837","0.88774","0.91103","0.93972","0.96303","0.97184","0.95731","0.98543","0.99049","0.98852","0.97855","0.98097","0.9679","0.95996","","0.97573","0.99356","0.99202","0.98464","0.95715","","0.98562","0.99572","1.03662","","1.0131","0.98796","1.0019","",
"Other small states","OSS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.95685","0.95647","0.96301","0.96952","0.97478","0.96945","0.96549","0.96777","0.96858","0.97085","0.97432","0.97073","0.96626","0.96639","0.96453","0.97196","0.96888","0.97826","0.98183","0.98464","0.9842","0.98297","0.98647","0.98243","0.97856","0.97129","0.97125","0.96661","0.96346","0.96146","0.96121","0.96266","0.96103","0.96475","0.9628","0.96497","0.97304","0.9772","0.98388","0.98527","0.98317","0.97869","0.98864","0.99234","0.99261","0.99103","0.99068","0.99413","",
"Pakistan","PAK","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.34608","0.35685","0.38447","0.38763","0.39577","0.40783","0.3999","0.44501","0.45769","0.46013","0.46752","0.47575","0.46213","0.46289","0.47161","0.48726","0.48784","0.498","0.49448","0.4971","","","","","","","","","","","","","","","","0.78363","0.80447","0.81021","0.82903","0.82029","0.81592","0.8159","0.81298","0.82836","0.83113","0.83816","0.84462","",
"Panama","PAN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.98741","0.98984","0.98853","0.98531","0.99717","0.99293","0.99854","1.00175","1.00425","1.00637","1.01208","1.0126","1.01298","1.01076","1.00625","1.00658","1.01","1.00552","1.00813","1.00782","1.00038","","","","","","","","","1.00678","1.00357","1.00612","1.00339","","1.00566","1.0034","1.00815","1.00447","1.00484","1.00603","1.00009","1.00892","","1.00794","1.01502","1.00686","1.00222","","",
"Peru","PER","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.84033","","","","","","","0.91614","0.92282","0.91689","0.91554","0.92909","0.91753","","","0.93976","","","","","","0.95926","","","","0.96026","","","0.97072","0.97238","0.97016","0.97288","0.97367","0.97856","0.99489","0.99724","1.00191","1.00409","1.00806","1.00327","1.00821","1.00334","0.99022","0.99718","0.99915","1.00042","1.00061","0.99966","",
"Philippines","PHL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","1.03869","1.02201","1.02097","1.01696","1.01965","1.01325","0.99869","1.0085","1.00803","0.99768","","","","","","","","1.02404","1.02879","","1.03037","1.02637","1.02473","1.02553","1.03008","1.02784","1.02342","1.02144","1.01826","","","","","1.01713","1.00883","1.00999","","",
"Palau","PLW","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99724","","","","","","","","","1.00268","1.00608","","","","",
"Papua New Guinea","PNG","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.57125","","","","0.56682","0.59037","0.59127","0.61353","","","","","","","0.77373","","0.78881","0.78997","0.7941","0.79911","0.81168","0.82017","0.82089","0.83555","0.83396","0.84491","","","0.83676","","","","","","","","","","","","","","0.85115","","","","0.85681","","",
"Poland","POL","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","0.99185","0.99441","0.9904","","","","","","","","","","","","","","","1.00672","1.00764","1.00696","1.00367","0.99322","0.99352","0.99818","0.99749","0.99008","0.98995","0.98833","0.98562","0.98365","0.98072","0.97568","1.00448","0.99412","0.99022","0.99153","0.99365","0.99443","0.99371","0.99471","0.99648","0.98246","0.98199","0.98676","0.99091","","",
"Pre-demographic dividend","PRE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.60487","0.6102","0.62025","0.63012","0.64361","0.65032","0.65484","0.67671","0.6946","0.7088","0.7191","0.72997","0.74828","0.73526","0.72931","0.74192","0.76178","0.77682","0.76143","0.78","0.77019","0.77866","0.77999","0.77941","0.78368","0.78628","0.79037","0.79395","0.79231","0.8006","0.80347","0.80716","0.80401","0.81738","0.80974","0.82653","0.83397","0.83857","0.84789","0.85631","0.86327","0.86527","0.88106","0.88939","0.89349","0.90329","0.90168","0.90413","",
"Puerto Rico","PRI","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03089","1.04413","1.03815","1.06042","1.04056","1.03913","1.04229","","","",
"Korea, Dem. People’s Rep.","PRK","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00774","","","",
"Portugal","PRT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.92484","0.93868","0.94155","0.94947","0.96537","0.96453","0.96454","0.97141","0.98524","0.88597","","","","","","1.00657","","0.95997","","0.97082","1.02762","","1.04079","1.01678","1.01538","1.02122","","1.0169","1.0186","1.01097","1.01969","1.0054","1.01755","1.01962","1.01925","1.01336","1.00511","0.99775","1.00307","0.99844","0.99472","0.98528","0.97589","0.96818","0.96687","0.97001","","",
"Paraguay","PRY","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.92987","0.93285","0.94203","0.93962","","0.94654","0.94578","0.94658","0.94952","","","","","","","","0.95742","0.95964","0.96156","0.97849","0.97556","0.98128","","0.98397","0.98308","0.99187","0.99047","0.99263","0.98966","0.98503","0.98454","0.98275","0.98109","0.98257","0.98672","0.99095","0.99423","0.99466","0.99774","0.99973","0.99803","1.00161","1.00932","","","","1.00506","","",
"West Bank and Gaza","PSE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9736","0.98157","0.99518","","1.01212","1.02281","1.03669","1.03067","1.02827","1.02626","1.02564","1.0369","1.03963","1.04296","1.04206","1.04276","1.05968","1.05211","1.06089","1.05698","1.05957","1.06138","1.05751","",
"Pacific island small states","PSS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.91445","0.90607","0.93144","0.92856","0.95276","0.96266","0.95804","0.96326","0.96377","0.96799","0.96685","0.96757","0.97199","0.97512","0.97522","0.97926","0.98118","0.98163","0.97995","0.97859","0.97902","0.97558","0.98001","0.98099","0.98555","0.98921","0.98964","0.99017","0.99875","1.00612","1.00955","1.00505","1.00676","1.00293","0.99968","1.00596","1.00491","0.99725","1.00282","1.01074","1.00909","1.01196","1.02219","1.025","","","","","",
"Post-demographic dividend","PST","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.91823","0.91834","0.91776","0.9321","0.94009","0.95576","0.97139","0.98378","0.99957","1.0023","1.0079","1.01404","1.01052","1.00979","1.00988","1.00984","1.01177","1.01015","1.00712","1.00518","1.00477","1.00592","1.00607","1.00404","1.00155","1.00478","1.00321","1.00847","1.01411","1.0128","1.00397","1.00634","1.00338","1.00367","1.00333","0.99953","0.99978","0.99986","0.9978","0.99929","0.99555","0.99647","0.99361","0.99805","1.00024","0.9999","1.001","1.00115","",
"French Polynesia","PYF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.8852","0.99914","1.06443","1.10547","1.15815","1.1518","1.09884","1.08019","1.05148","1.04124","1.04037","0.98385","0.96933","0.95903","0.96047","0.95338","1.0556","1.05346","1.06283","1.05742","1.03928","1.03857","1.03484","1.00182","0.98641","0.99261","","0.98123","1.02631","1.03402","1.06394","1.00359","0.95799","0.92113","0.95382","1.03689","1.11492","1.12495","1.09004","1.02434","0.95677","1.1786","1.24465","1.18291","1.11893","1.06941","1.10157","",
"Romania","ROU","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.95646","0.95232","0.95492","0.95851","","","","","","","","","","","","","","","0.98007","0.97978","0.99659","1.0033","0.99771","1.01567","1.01725","1.01161","1.00103","1.00837","1.01061","1.01135","1.0101","1.011","1.01098","1.00906","1.00848","1.00411","0.99737","0.99296","0.99448","0.98959","0.98565","0.98531","","","0.99041","0.99039","","",
"Russian Federation","RUS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.01508","","","","","","","","","0.99931","","0.99311","0.99121","0.98807","0.98514","0.99078","","0.99192","0.99163","0.99307","0.99024","0.99041","0.99307","","",
"Rwanda","RWA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.77477","","","","","0.84379","0.86398","0.88028","0.89071","0.89452","0.89777","0.90369","0.90564","0.90673","0.91165","0.92241","0.93406","0.94042","0.94696","0.95372","0.95824","0.9476","","","","","","","0.95839","0.94184","0.96496","0.97662","0.9793","0.99719","1.00583","1.02201","1.00341","1.00193","1.00348","1.01065","1.02318","1.02636","1.03069","1.03617","1.02498","1.01393","1.01306","",
"South Asia","SAS","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.55208","0.55247","0.55985","0.56819","0.56666","0.57167","0.57607","0.58225","0.58096","0.58898","0.59359","0.60426","0.60824","0.62141","0.61842","0.62794","0.64491","0.6516","0.66724","0.66559","0.67632","0.69319","0.70339","0.72352","0.73628","0.74053","0.7495","0.76285","0.77561","0.78781","0.79516","0.80462","0.82282","0.89189","0.88645","0.90102","0.90908","0.92077","0.9416","0.9607","0.96316","0.9735","0.97815","1.02789","1.02887","1.03099","1.0505","1.05335","",
"Saudi Arabia","SAU","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","0.6045","","","","","","","","","","","","","","","","","","","","","","","","","","0.96435","","","","0.93118","","","","0.89862","0.87092","","","","",
"Sudan","SDN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.83605","0.87576","0.87431","0.87585","0.89235","0.88949","0.86047","0.87755","0.8847","0.8891","0.89491","0.89776","0.91293","0.92092","0.93782","0.9496","","",
"Senegal","SEN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.59439","0.60201","","","","","","0.62272","0.63161","0.63316","0.6334","0.63522","0.637","0.63942","0.64592","0.64678","","0.66245","0.66812","0.6786","","0.69734","","","","0.75553","0.7725","0.79384","0.78633","0.82073","0.83814","0.85163","","0.89528","0.90997","0.92639","","0.95534","","0.99601","1.04938","1.05048","1.06225","1.07355","","1.08037","1.13419","",
"Singapore","SGP","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.99518","","",
"Solomon Islands","SLB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.60749","0.55482","","","","0.63216","","","","","","","","","","","0.79257","","","","0.82121","0.81698","0.81682","0.81897","0.83787","","","","","0.88268","0.88985","","0.90071","","","0.91697","0.92117","0.92031","","","0.9422","0.95775","0.97272","","","","","","",
"Sierra Leone","SLE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.55802","0.56751","0.54619","0.56141","0.55699","0.56852","0.57641","0.58104","","","","","","0.62155","0.62367","","","0.63399","0.65694","0.6404","0.65849","","","","","","","","","","0.70149","","","","","","","","","","0.88618","0.9431","0.9554","","0.9682","0.97845","0.99552","",
"El Salvador","SLV","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.9218","0.91597","0.92056","0.9163","0.92139","0.92561","0.93634","0.92733","0.93396","0.9396","0.97506","","","0.97616","0.99303","","","","1.01082","0.98758","","1.00623","1.00005","0.995","","","","","0.95807","0.94814","0.94996","0.95791","0.95108","0.96659","0.97021","0.97251","0.97686","1.00101","0.97577","0.97262","0.96614","0.96284","0.96341","0.97042","0.97706","0.97842","0.97608","0.97643","",
"San Marino","SMR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02646","1.06396","1.00311","1.01076","","","","","","",
"Somalia","SOM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.2949","0.29824","0.31966","0.36497","","0.50698","0.53245","0.55905","0.55254","0.56185","0.54101","0.53701","0.53247","0.54921","0.53391","0.51762","","","","","","","","","","","","","","","","","","","","","0.53675","","","","","","","","","","","",
"Serbia","SRB","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0039","1.01077","1.0112","1.01645","1.02382","1.021","1.02161","1.02439","1.01898","1.01752","1.01433","1.01182","1.01679","1.01915","1.01842","1.01616","1.00882","1.0081","1.00548","",
"Sub-Saharan Africa (excluding high income)","SSA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.70458","0.70919","0.71688","0.72444","0.73363","0.73569","0.73591","0.74747","0.7574","0.75952","0.76657","0.77437","0.77596","0.76561","0.76231","0.77637","0.79517","0.80816","0.79473","0.81789","0.81285","0.82081","0.82706","0.82794","0.82967","0.82967","0.83377","0.83431","0.83224","0.83925","0.83939","0.84343","0.83821","0.84535","0.85022","0.85873","0.86743","0.8724","0.88179","0.89016","0.89658","0.89679","0.91149","0.91955","0.92446","0.92998","0.93149","0.93394","",
"South Sudan","SSD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.64728","","","","0.68574","","","",
"Sub-Saharan Africa","SSF","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.70469","0.7093","0.71699","0.72455","0.73374","0.73581","0.73601","0.74756","0.75748","0.75959","0.76664","0.77443","0.77603","0.76567","0.76237","0.77642","0.79521","0.8082","0.79477","0.81793","0.81289","0.82085","0.82709","0.82797","0.8297","0.8297","0.8338","0.83434","0.83226","0.83928","0.83942","0.84346","0.83823","0.84537","0.85024","0.85875","0.86745","0.87242","0.88181","0.89018","0.8966","0.8968","0.9115","0.91955","0.92447","0.92999","0.9315","0.93394","",
"Small states","SST","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.97244","0.9725","0.97979","0.98281","0.98667","0.9894","0.9902","0.98776","0.98841","0.98983","0.99428","0.99175","0.98721","0.98663","0.98428","0.98939","0.98885","0.98997","0.99323","0.99619","0.9953","0.9919","0.99295","0.98894","0.98734","0.98257","0.98364","0.98058","0.97711","0.9759","0.97575","0.97577","0.97661","0.97828","0.97621","0.97873","0.98491","0.98738","0.99243","0.99228","0.9929","0.99024","0.99875","1.00027","1.00077","1.00159","0.99824","1.00101","",
"Sao Tome and Principe","STP","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.80406","0.95747","","","","","0.90408","","","","","","","","","","","0.9489","","","","","","","","","","","","","","","0.98969","0.97644","0.98054","","1.00453","0.99224","1.02529","0.99671","1.00917","1.01132","1.0134","1.0063","1.0114","1.0195","1.0349","",
"Suriname","SUR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.99744","1.00112","1.01873","1.00588","0.96081","1.0111","0.97329","0.99107","0.98657","","","","","","","1.06046","1.08184","1.09347","1.08477","1.15831","1.07458","1.06378","1.0285","","","","","","","","1.06652","1.13368","","","1.11221","1.12657","1.12331","1.11062","1.08726","1.10116","1.12869","1.12879","1.14159","1.15134","1.1306","","","",
"Slovak Republic","SVK","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02289","1.02306","1.03182","1.0219","1.01978","1.01099","1.01025","1.00838","1.00672","1.00547","1.00175","1.00602","1.00381","1.00375","1.00458","1.00567","1.00741","1.00564","1.00298","1.00123","1.00761","1.00516","1.00477","1.0034","","",
"Slovenia","SVN","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02123","1.01872","1.018","1.0185","1.01689","1.01785","1.01576","1.02922","1.01121","0.99826","0.99127","0.99455","0.99038","0.99246","0.98918","0.99092","0.99331","0.98985","0.99059","0.99536","0.99943","0.99919","1.00326","1.01136","","",
"Sweden","SWE","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","1.00021","0.99395","1.00627","1.00759","1.00665","1.04375","1.03767","1.0409","1.03542","1.04906","1.05208","1.06255","1.06164","1.06119","1.0661","","1.01817","1.0122","1.01956","1.02301","1.02401","1.02302","1.08131","1.07839","1.08777","1.09907","1.10884","1.15064","1.15224","1.15219","1.14744","1.12452","1.10784","1.0136","0.99616","0.99632","0.99474","0.99411","0.99344","0.99194","0.99264","0.99228","1.09816","1.09618","1.09099","1.07138","","",
"Eswatini","SWZ","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","0.90522","0.9038","0.89456","0.90155","0.91767","0.92969","0.94085","0.95458","","","","","","","","","","","","","","","","","","","","","0.96243","0.96123","0.95509","0.96405","0.95153","0.96375","0.94562","0.9523","0.95034","0.92032","","0.9381","0.93306","0.91194","0.92453","0.92832","0.93362","0.93547","0.93694","","",
"Sint Maarten (Dutch part)","SXM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","1.10615","1.11332","1.0997","1.13155","1.12706","1.1827","1.12397","","1.11512","1.08726","1.07721","1.06589","1.07758","1.05192","","1.02829","1.00357","0.99116","0.99391","0.98797","","0.99656","0.99946","1.00644","1.02169","1.00811","1.02043","","1.00938","1.0478","1.05833","1.03869","1.03284","1.02821","1.04415","1.02506","1.03582","1.06607","1.08626","1.07557","1.05013","1.05584","1.01498","1.03871","1.00543","1.01704","1.02646","","",
"Syrian Arab Republic","SYR","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.51262","0.5364","0.55931","0.57875","0.5925","0.60705","0.62622","0.64166","0.66053","0.69831","0.7189","0.74075","0.75682","0.77556","0.79635","0.81477","0.82833","0.83686","0.84091","0.85017","0.85544","0.86554","0.88128","0.88479","0.89115","0.90152","0.91011","0.91798","0.91763","0.92302","0.92545","0.9313","0.94702","0.95516","0.96421","0.97221","0.98248","0.98652","0.98809","0.98515","0.98433","0.98606","0.98666","","","","","",
"Turks and Caicos Islands","TCA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.31006","0.30862","","0.31771","","","","","","","","","","","0.34871","","0.36956","","0.39734","0.41645","","","","0.44732","0.44839","0.45809","0.48756","0.51048","0.5381","0.56337","0.58205","0.59577","0.60255","0.60038","0.61402","0.6174","0.64569","0.6401","0.6404","0.66209","0.68197","0.69725","0.70062","0.69982","0.70484","0.70556","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","0.81308","0.83979","0.84371","0.84544","0.83776","0.83436","0.82237","0.81592","0.82028","0.82505","0.83043","0.8449","0.85866","0.86533","0.87544","0.88115","0.89147","0.90263","0.90506","0.92108","0.92837","0.93602","0.94238","0.94927","0.9587","0.96397","0.96806","0.96774","0.96991","0.97793","0.98275","0.98739","0.98936","0.99366","0.99751","0.99447","0.99746","0.99893","0.99954","1.00269","1.00138","1.0043","1.00393","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","0.96305","0.96589","0.96798","0.96903","0.9702","0.97079","0.97097","0.97155","0.97173","0.97277","0.97388","0.97473","0.97365","0.97495","0.97394","0.97417","0.97426","0.96999","0.96663","0.96799","0.96339","0.96181","0.95854","0.9643","0.96567","0.96941","0.97108","0.97503","0.98062","0.97996","0.97949","0.98403","0.98591","0.98725","0.98826","0.98934","0.9904","",
"Togo","TGO","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.43126","0.44686","0.45476","0.46692","0.47443","0.49106","0.50141","0.51916","0.53723","0.54691","","0.5692","0.57479","0.56874","0.5613","0.55208","0.5543","0.55902","0.56499","0.57805","0.58714","0.59417","","0.5979","0.61223","0.62012","0.636","","0.67229","0.69321","0.70241","0.71575","0.72361","0.73727","0.74599","0.75802","0.75657","","","","","","","","","","0.87471","",
"Thailand","THA","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","0.87234","","0.88035","0.88134","0.88906","0.89743","0.90692","0.91516","","","","","","","","","","","","","0.97224","0.97406","0.97469","","","","","","","","0.97653","0.98509","","1.01291","1.00291","1.01593","1.02392","1.02396","1.02938","1.02684","1.02876","1.02692","1.03643","1.03701","0.95294","0.99884","0.97712","",
"Tajikistan","TJK","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.89676","0.88798","0.87124","0.8757","0.87983","0.88501","0.8846","0.88025","0.89221","0.91268","0.92181","0.91268","0.91549","0.92849","0.9291","","","","","",
"Turkmenistan","TKM","School enrollment, primary and secondary (gross), gender parity index (GPI)","SE.ENR.PRSC.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.96662","","","","",
